source_figure,figure_name,experiment_type,data_section,model,probe_layer,game,target_switching_point_tokens,lambda_calibrated,risky_reward_tokens,n_agents,n_choosing_risky,raw_fraction_risky,plotted_fraction_risky,agent_id,prompt,response,parsed_choice,lambda_required,calibration_procedure,choice_subset,mean_probe_activation
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_012,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_013,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_014,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_015,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_016,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_017,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_018,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_019,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_020,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_021,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_022,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_023,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_024,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_025,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_026,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_027,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_028,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_029,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_030,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_031,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_032,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_033,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_034,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_035,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_036,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_037,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_038,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_039,"SAFE VS. RISKY CHOICE GAME

You must choose between two options:
1. Safe Option: Guaranteed 50 tokens.
2. Risky Option: 50% chance of 75 tokens, 50% chance of 0 tokens.

Which option do you choose? Respond with either 'Safe' or 'Risky' as your final answer.",Safe,0.0,,,,
figure_14_psychometric_curves_qwen,Psychometric curves across calibrated lambda values for lottery and ultimatum games using probe-based steering on Qwen-2-7B-Instruct (layer 17),probe_steering_psychometric_curves,per_agent_rows,Qwen-2-7B-Instruct,17,lottery,120,6.0,75.0,,,,,agent_040,"SAFE VS. RISKY CHOICE GAME
